"","datetime","season","holiday","workingday","weather","temp","atemp","humidity","windspeed","casual","registered","count"
"38",2011-02-02 13:00:00,1,0,1,1,13.94,16.665,93,11.0014,1,74,75
"39",2011-02-02 14:00:00,1,0,1,1,15.58,19.695,82,26.0027,2,61,63
"40",2011-02-02 15:00:00,1,0,1,1,15.58,19.695,76,22.0028,10,66,76
"41",2011-02-02 16:00:00,1,0,1,1,14.76,16.665,71,19.9995,8,95,103
"42",2011-02-02 17:00:00,1,0,1,1,14.76,15.91,53,35.0008,7,183,190
"43",2011-02-02 18:00:00,1,0,1,1,13.94,14.395,42,36.9974,7,175,182
"44",2011-02-02 19:00:00,1,0,1,1,11.48,12.12,45,32.9975,3,88,91
"45",2011-02-02 20:00:00,1,0,1,1,9.84,9.85,48,36.9974,4,71,75
"46",2011-02-02 21:00:00,1,0,1,1,9.02,9.85,47,22.0028,1,62,63
"47",2011-02-02 22:00:00,1,0,1,1,9.02,10.605,44,16.9979,5,35,40
"48",2011-02-02 23:00:00,1,0,1,1,8.2,8.335,44,30.0026,3,29,32
"49",2011-02-03 00:00:00,1,0,1,1,8.2,8.335,40,30.0026,1,11,12
"50",2011-02-03 01:00:00,1,0,1,1,8.2,7.575,44,35.0008,0,5,5
"51",2011-02-03 02:00:00,1,0,1,1,7.38,8.335,43,16.9979,0,2,2
"52",2011-02-03 03:00:00,1,0,1,1,7.38,8.335,43,16.9979,0,1,1
"53",2011-02-03 04:00:00,1,0,1,1,6.97,7.5775,46,18.4987,0,0,0
"54",2011-02-03 05:00:00,1,0,1,1,6.56,6.82,50,19.9995,0,2,2
"55",2011-02-03 06:00:00,1,0,1,1,6.56,6.82,43,23.9994,0,39,39
"56",2011-02-03 07:00:00,1,0,1,1,5.74,6.06,50,22.0028,1,86,87
"57",2011-02-03 08:00:00,1,0,1,1,5.74,6.06,50,23.9994,4,184,188
"58",2011-02-03 09:00:00,1,0,1,1,6.56,6.82,47,19.9995,6,127,133
"59",2011-02-03 10:00:00,1,0,1,1,7.38,7.575,43,22.0028,2,50,52
"60",2011-02-03 11:00:00,1,0,1,1,7.38,6.82,43,30.0026,9,55,64
"61",2011-02-03 12:00:00,1,0,1,1,8.2,9.09,40,23.9994,2,67,69
"62",2011-02-03 13:00:00,1,0,1,1,8.2,8.335,40,27.9993,4,47,51
"63",2011-02-03 14:00:00,1,0,1,1,9.02,9.85,37,26.0027,4,43,47
"64",2011-02-03 15:00:00,1,0,1,1,9.02,9.85,37,22.0028,4,56,60
"65",2011-02-03 16:00:00,1,0,1,1,9.02,10.605,37,16.9979,5,73,78
"66",2011-02-03 17:00:00,1,0,1,1,8.2,9.85,40,12.998,5,170,175
"67",2011-02-03 18:00:00,1,0,1,1,8.2,10.605,40,11.0014,2,145,147
"68",2011-02-03 19:00:00,1,0,1,1,8.2,12.88,40,0,4,92,96
"69",2011-02-03 20:00:00,1,0,1,1,8.2,11.365,47,6.0032,1,108,109
"70",2011-02-03 21:00:00,1,0,1,1,7.38,10.605,55,7.0015,1,53,54
"71",2011-02-03 22:00:00,1,0,1,1,7.38,10.605,51,6.0032,2,39,41
"72",2011-02-03 23:00:00,1,0,1,1,8.2,11.365,47,7.0015,4,34,38
"73",2011-02-04 00:00:00,1,0,1,2,8.2,12.88,44,0,3,10,13
"74",2011-02-04 01:00:00,1,0,1,2,6.56,11.365,59,0,0,7,7
"75",2011-02-04 02:00:00,1,0,1,2,5.74,8.335,63,7.0015,0,1,1
"76",2011-02-04 03:00:00,1,0,1,2,5.74,8.335,63,7.0015,0,1,1
"77",2011-02-04 04:00:00,1,0,1,2,5.74,7.955,63,7.9998,0,0,0
"78",2011-02-04 05:00:00,1,0,1,2,5.74,7.575,63,8.9981,0,7,7
"79",2011-02-04 06:00:00,1,0,1,2,6.56,11.365,55,0,2,26,28
"80",2011-02-04 07:00:00,1,0,1,1,5.74,10.605,59,0,0,87,87
"81",2011-02-04 08:00:00,1,0,1,1,5.74,7.575,74,8.9981,3,217,220
"82",2011-02-04 09:00:00,1,0,1,2,6.56,9.09,80,8.9981,3,124,127
"83",2011-02-04 10:00:00,1,0,1,2,8.2,10.605,51,8.9981,5,46,51
"84",2011-02-04 11:00:00,1,0,1,1,9.02,11.365,51,11.0014,3,61,64
"85",2011-02-04 12:00:00,1,0,1,2,9.84,12.12,48,11.0014,8,78,86
"86",2011-02-04 13:00:00,1,0,1,2,10.66,12.88,50,15.0013,9,73,82
"87",2011-02-04 14:00:00,1,0,1,2,11.48,13.635,45,11.0014,15,76,91
"88",2011-02-04 15:00:00,1,0,1,2,11.48,13.635,48,16.9979,9,81,90
"89",2011-02-04 16:00:00,1,0,1,2,12.3,14.395,42,15.0013,8,91,99
"90",2011-02-04 17:00:00,1,0,1,2,10.66,13.635,56,8.9981,10,195,205
"91",2011-02-04 18:00:00,1,0,1,2,9.84,12.88,60,7.0015,3,152,155
"92",2011-02-04 19:00:00,1,0,1,2,9.84,12.12,65,8.9981,1,102,103
"93",2011-02-04 20:00:00,1,0,1,2,9.84,12.12,65,11.0014,2,69,71
"94",2011-02-04 21:00:00,1,0,1,2,9.84,12.12,70,11.0014,2,41,43
"95",2011-02-04 22:00:00,1,0,1,2,9.84,12.12,65,11.0014,1,45,46
"96",2011-02-04 23:00:00,1,0,1,2,9.84,12.12,70,8.9981,1,30,31
"97",2011-02-05 00:00:00,1,0,0,2,9.84,12.12,70,11.0014,3,36,39
"98",2011-02-05 01:00:00,1,0,0,2,9.84,12.12,65,11.0014,1,17,18
"99",2011-02-05 02:00:00,1,0,0,2,9.84,12.12,75,11.0014,5,12,17
"100",2011-02-05 03:00:00,1,0,0,2,9.84,12.12,75,11.0014,1,10,11
"101",2011-02-05 04:00:00,1,0,0,3,9.02,11.365,93,8.9981,0,8,8
"102",2011-02-05 05:00:00,1,0,0,3,8.2,11.365,100,6.0032,0,9,9
"103",2011-02-05 06:00:00,1,0,0,3,8.2,12.88,100,0,0,4,4
"104",2011-02-05 07:00:00,1,0,0,3,9.02,12.88,93,6.0032,0,4,4
"105",2011-02-05 08:00:00,1,0,0,3,8.2,11.365,100,6.0032,0,10,10
"106",2011-02-05 09:00:00,1,0,0,3,8.2,11.365,100,6.0032,3,17,20
"107",2011-02-05 10:00:00,1,0,0,3,8.2,10.605,100,8.9981,3,31,34
"108",2011-02-05 11:00:00,1,0,0,3,9.02,11.365,100,8.9981,1,46,47
"109",2011-02-05 12:00:00,1,0,0,3,9.02,11.365,100,11.0014,10,42,52
"110",2011-02-05 13:00:00,1,0,0,3,9.02,11.365,100,11.0014,10,62,72
"111",2011-02-05 14:00:00,1,0,0,3,9.02,13.635,100,0,5,50,55
"112",2011-02-05 15:00:00,1,0,0,3,9.02,13.635,100,0,11,49,60
"113",2011-02-05 16:00:00,1,0,0,3,9.02,11.365,100,8.9981,8,63,71
"114",2011-02-05 17:00:00,1,0,0,2,9.84,10.605,100,19.0012,14,64,78
"115",2011-02-05 18:00:00,1,0,0,2,11.48,12.12,93,30.0026,2,81,83
"116",2011-02-05 19:00:00,1,0,0,2,11.48,12.12,93,30.0026,6,78,84
"117",2011-02-05 20:00:00,1,0,0,1,12.3,14.395,87,16.9979,5,64,69
"118",2011-02-05 21:00:00,1,0,0,1,10.66,12.88,100,12.998,3,53,56
"119",2011-02-05 22:00:00,1,0,0,1,10.66,13.635,93,8.9981,2,43,45
"120",2011-02-05 23:00:00,1,0,0,1,10.66,12.88,93,15.0013,7,52,59
"121",2011-02-06 00:00:00,1,0,0,1,10.66,12.88,70,12.998,2,37,39
"122",2011-02-06 01:00:00,1,0,0,1,10.66,11.365,65,27.9993,4,40,44
"123",2011-02-06 02:00:00,1,0,0,1,10.66,11.365,60,22.0028,0,20,20
"124",2011-02-06 03:00:00,1,0,0,1,10.66,14.395,60,6.0032,3,10,13
"125",2011-02-06 04:00:00,1,0,0,1,10.66,11.365,60,23.9994,0,2,2
"126",2011-02-06 05:00:00,1,0,0,1,10.66,12.88,60,15.0013,0,1,1
"127",2011-02-06 06:00:00,1,0,0,1,10.66,12.88,60,15.0013,0,1,1
"128",2011-02-06 07:00:00,1,0,0,1,9.84,12.12,65,11.0014,0,8,8
"129",2011-02-06 08:00:00,1,0,0,1,9.84,12.88,65,7.0015,2,21,23
"130",2011-02-06 09:00:00,1,0,0,1,11.48,14.395,56,7.0015,7,38,45
"131",2011-02-06 10:00:00,1,0,0,1,12.3,14.395,52,16.9979,15,74,89
"132",2011-02-06 11:00:00,1,0,0,1,13.12,15.15,49,16.9979,28,89,117
"133",2011-02-06 12:00:00,1,0,0,1,13.94,16.665,46,0,48,126,174
"134",2011-02-06 13:00:00,1,0,0,1,13.94,18.18,46,0,47,135,182
"135",2011-02-06 14:00:00,1,0,0,1,13.94,17.425,46,6.0032,47,114,161
"136",2011-02-06 15:00:00,1,0,0,1,13.94,17.425,46,6.0032,52,130,182
"137",2011-02-06 16:00:00,1,0,0,1,13.94,17.425,49,7.0015,42,115,157
"138",2011-02-06 17:00:00,1,0,0,1,13.94,18.18,46,0,24,97,121
"139",2011-02-06 18:00:00,1,0,0,1,12.3,15.15,56,11.0014,13,65,78
"140",2011-02-06 19:00:00,1,0,0,1,11.48,14.395,61,8.9981,1,20,21
"141",2011-02-06 20:00:00,1,0,0,1,11.48,14.395,61,7.0015,5,21,26
"142",2011-02-06 21:00:00,1,0,0,1,10.66,15.15,60,0,5,22,27
"143",2011-02-06 22:00:00,1,0,0,1,10.66,15.15,60,0,5,57,62
"144",2011-02-06 23:00:00,1,0,0,1,9.84,14.395,65,0,4,26,30
"145",2011-02-07 00:00:00,1,0,1,1,9.84,14.395,65,0,1,14,15
"146",2011-02-07 01:00:00,1,0,1,1,9.02,13.635,75,0,1,4,5
"147",2011-02-07 02:00:00,1,0,1,1,8.2,12.88,80,0,0,3,3
"148",2011-02-07 03:00:00,1,0,1,1,8.2,12.88,86,0,0,1,1
"149",2011-02-07 04:00:00,1,0,1,1,8.2,12.88,86,0,1,1,2
"150",2011-02-07 05:00:00,1,0,1,1,8.2,12.88,86,0,1,9,10
"151",2011-02-07 06:00:00,1,0,1,1,7.38,12.12,93,0,1,29,30
"152",2011-02-07 07:00:00,1,0,1,1,7.38,12.12,86,0,6,89,95
"153",2011-02-07 08:00:00,1,0,1,2,6.56,11.365,100,0,7,223,230
"154",2011-02-07 09:00:00,1,0,1,1,9.02,13.635,80,0,3,115,118
"155",2011-02-07 10:00:00,1,0,1,1,9.84,12.88,75,7.0015,6,49,55
"156",2011-02-07 11:00:00,1,0,1,1,12.3,15.91,65,6.0032,11,36,47
"157",2011-02-07 12:00:00,1,0,1,2,13.12,17.425,62,0,7,59,66
"158",2011-02-07 13:00:00,1,0,1,2,14.76,18.18,57,6.0032,10,54,64
"159",2011-02-07 14:00:00,1,0,1,2,14.76,18.18,57,6.0032,8,52,60
"160",2011-02-07 15:00:00,1,0,1,2,15.58,19.695,54,6.0032,4,46,50
"161",2011-02-07 16:00:00,1,0,1,2,14.76,17.425,57,8.9981,16,98,114
"162",2011-02-07 17:00:00,1,0,1,2,13.12,15.91,70,11.0014,9,207,216
"163",2011-02-07 18:00:00,1,0,1,2,13.94,16.665,66,8.9981,5,170,175
"164",2011-02-07 19:00:00,1,0,1,2,13.12,17.425,70,0,5,123,128
"165",2011-02-07 20:00:00,1,0,1,2,13.12,16.665,70,7.0015,6,82,88
"166",2011-02-07 21:00:00,1,0,1,1,13.12,17.425,70,0,3,75,78
"167",2011-02-07 22:00:00,1,0,1,1,11.48,15.15,81,6.0032,3,34,37
"168",2011-02-07 23:00:00,1,0,1,2,12.3,16.665,81,0,6,19,25
"169",2011-02-08 00:00:00,1,0,1,2,11.48,15.91,87,0,4,6,10
"170",2011-02-08 01:00:00,1,0,1,2,11.48,15.91,87,0,0,4,4
"171",2011-02-08 02:00:00,1,0,1,2,10.66,13.635,93,7.0015,1,1,2
"172",2011-02-08 03:00:00,1,0,1,3,11.48,13.635,93,11.0014,0,1,1
"173",2011-02-08 04:00:00,1,0,1,1,10.66,12.88,93,11.0014,0,3,3
"174",2011-02-08 05:00:00,1,0,1,1,10.66,11.365,81,22.0028,0,2,2
"175",2011-02-08 06:00:00,1,0,1,1,10.66,11.365,70,22.0028,0,39,39
"176",2011-02-08 07:00:00,1,0,1,1,9.84,9.85,65,27.9993,3,97,100
"177",2011-02-08 08:00:00,1,0,1,1,9.84,9.85,56,32.9975,7,236,243
"178",2011-02-08 09:00:00,1,0,1,1,9.84,9.85,52,32.9975,7,128,135
"179",2011-02-08 10:00:00,1,0,1,1,9.02,9.09,47,36.9974,4,44,48
"180",2011-02-08 11:00:00,1,0,1,1,9.02,9.09,47,31.0009,1,49,50
"181",2011-02-08 12:00:00,1,0,1,1,9.84,9.85,38,32.9975,2,63,65
"182",2011-02-08 13:00:00,1,0,1,2,9.84,9.85,32,30.0026,2,48,50
"183",2011-02-08 14:00:00,1,0,1,1,9.02,9.85,37,27.9993,3,61,64
"184",2011-02-08 15:00:00,1,0,1,1,9.02,9.85,35,26.0027,6,45,51
"185",2011-02-08 16:00:00,1,0,1,1,9.02,9.09,35,35.0008,4,79,83
"186",2011-02-08 17:00:00,1,0,1,1,9.02,9.09,32,39.0007,4,172,176
"187",2011-02-08 18:00:00,1,0,1,1,8.2,9.09,32,26.0027,1,151,152
"188",2011-02-08 19:00:00,1,0,1,1,6.56,6.06,40,31.0009,1,100,101
"189",2011-02-08 20:00:00,1,0,1,1,6.56,6.82,40,22.0028,3,53,56
"190",2011-02-08 21:00:00,1,0,1,1,5.74,5.305,33,31.0009,8,46,54
"191",2011-02-08 22:00:00,1,0,1,1,4.92,5.305,33,23.9994,0,29,29
"192",2011-02-08 23:00:00,1,0,1,1,4.92,5.305,33,22.0028,3,9,12
"193",2011-02-09 00:00:00,1,0,1,1,4.1,3.79,36,23.9994,0,17,17
"194",2011-02-09 01:00:00,1,0,1,1,4.1,5.305,36,15.0013,0,7,7
"195",2011-02-09 02:00:00,1,0,1,1,3.28,3.79,38,19.0012,1,2,3
"196",2011-02-09 03:00:00,1,0,1,1,2.46,3.79,45,8.9981,0,2,2
"197",2011-02-09 04:00:00,1,0,1,1,2.46,4.5475,45,7.9998,0,0,0
"198",2011-02-09 05:00:00,1,0,1,1,2.46,5.305,45,7.0015,0,7,7
"199",2011-02-09 06:00:00,1,0,1,1,2.46,7.575,45,0,0,43,43
"200",2011-02-09 07:00:00,1,0,1,1,2.46,5.305,49,7.0015,4,95,99
"201",2011-02-09 08:00:00,1,0,1,1,4.1,6.82,42,0,1,198,199
"202",2011-02-09 09:00:00,1,0,1,1,4.92,6.82,39,11.0014,4,119,123
"203",2011-02-09 10:00:00,1,0,1,1,5.74,9.09,36,0,8,51,59
"204",2011-02-09 11:00:00,1,0,1,2,5.74,7.575,43,11.0014,1,40,41
"205",2011-02-09 12:00:00,1,0,1,2,7.38,9.09,40,15.0013,4,57,61
"206",2011-02-09 13:00:00,1,0,1,1,7.38,8.335,40,16.9979,2,67,69
"207",2011-02-09 14:00:00,1,0,1,1,8.2,9.09,34,19.9995,2,56,58
"208",2011-02-09 15:00:00,1,0,1,2,8.2,9.09,34,19.0012,3,61,64
"209",2011-02-09 16:00:00,1,0,1,2,8.2,9.85,37,16.9979,7,72,79
"210",2011-02-09 17:00:00,1,0,1,2,8.2,9.85,34,16.9979,9,157,166
"211",2011-02-09 18:00:00,1,0,1,2,7.38,8.335,47,19.9995,2,168,170
"212",2011-02-09 19:00:00,1,0,1,3,5.74,6.06,86,16.9979,1,87,88
"213",2011-02-09 20:00:00,1,0,1,3,5.74,7.575,86,11.0014,0,84,84
"214",2011-02-09 21:00:00,1,0,1,2,5.74,7.575,86,11.0014,0,83,83
"215",2011-02-09 22:00:00,1,0,1,3,6.56,8.335,80,11.0014,4,42,46
"216",2011-02-09 23:00:00,1,0,1,3,6.56,7.575,80,12.998,0,37,37
"217",2011-02-10 00:00:00,1,0,1,3,5.74,6.82,86,12.998,0,16,16
"218",2011-02-10 01:00:00,1,0,1,3,5.74,7.575,80,8.9981,0,7,7
"219",2011-02-10 02:00:00,1,0,1,3,5.74,7.575,80,8.9981,0,3,3
"220",2011-02-10 03:00:00,1,0,1,3,5.74,7.1975,69,11.9997,0,0,0
"221",2011-02-10 04:00:00,1,0,1,2,5.74,6.82,59,15.0013,0,1,1
"222",2011-02-10 05:00:00,1,0,1,2,4.92,6.06,50,15.0013,0,6,6
"223",2011-02-10 06:00:00,1,0,1,2,4.92,6.06,54,19.0012,0,26,26
"224",2011-02-10 07:00:00,1,0,1,1,4.1,3.79,50,27.9993,0,99,99
"225",2011-02-10 08:00:00,1,0,1,1,4.1,3.79,49,22.0028,5,173,178
"226",2011-02-10 09:00:00,1,0,1,1,4.92,5.305,42,23.9994,1,121,122
"227",2011-02-10 10:00:00,1,0,1,1,4.92,5.305,42,19.9995,1,34,35
"228",2011-02-10 11:00:00,1,0,1,1,5.74,6.06,39,23.9994,1,44,45
"229",2011-02-10 12:00:00,1,0,1,1,6.56,6.82,34,26.0027,4,65,69
"230",2011-02-10 13:00:00,1,0,1,1,7.38,8.335,29,19.9995,3,59,62
"231",2011-02-10 14:00:00,1,0,1,1,8.2,9.09,27,19.0012,6,42,48
"232",2011-02-10 15:00:00,1,0,1,1,8.2,9.85,25,16.9979,0,50,50
"233",2011-02-10 16:00:00,1,0,1,1,8.2,9.09,27,19.9995,4,76,80
"234",2011-02-10 17:00:00,1,0,1,1,7.38,9.09,26,12.998,6,159,165
"235",2011-02-10 18:00:00,1,0,1,1,6.56,9.09,28,8.9981,3,157,160
"236",2011-02-10 19:00:00,1,0,1,1,5.74,8.335,28,7.0015,2,110,112
"237",2011-02-10 20:00:00,1,0,1,1,5.74,9.09,31,6.0032,4,93,97
"238",2011-02-10 21:00:00,1,0,1,1,5.74,10.605,39,0,2,70,72
"239",2011-02-10 22:00:00,1,0,1,1,4.92,9.85,39,0,4,47,51
"240",2011-02-10 23:00:00,1,0,1,1,4.92,7.575,42,7.0015,1,33,34
"241",2011-02-11 00:00:00,1,0,1,1,4.1,6.82,49,7.0015,2,12,14
"242",2011-02-11 01:00:00,1,0,1,1,4.1,6.82,54,6.0032,1,6,7
"243",2011-02-11 02:00:00,1,0,1,1,4.1,6.82,54,6.0032,0,3,3
"244",2011-02-11 03:00:00,1,0,1,1,3.69,6.44,58,6.0032,0,0,0
"245",2011-02-11 04:00:00,1,0,1,1,3.69,6.44,58,6.0032,0,0,0
"246",2011-02-11 05:00:00,1,0,1,1,3.28,6.06,63,6.0032,0,4,4
"247",2011-02-11 06:00:00,1,0,1,1,4.1,9.09,68,0,1,23,24
"248",2011-02-11 07:00:00,1,0,1,1,3.28,8.335,73,0,1,73,74
"249",2011-02-11 08:00:00,1,0,1,1,4.1,6.06,74,11.0014,4,212,216
"250",2011-02-11 09:00:00,1,0,1,1,4.92,6.06,74,15.0013,8,132,140
"251",2011-02-11 10:00:00,1,0,1,1,5.74,6.82,69,12.998,5,39,44
"252",2011-02-11 11:00:00,1,0,1,1,9.02,11.365,47,8.9981,12,52,64
"253",2011-02-11 12:00:00,1,0,1,1,9.02,11.365,47,8.9981,7,64,71
"254",2011-02-11 13:00:00,1,0,1,1,9.84,11.365,35,12.998,21,89,110
"255",2011-02-11 14:00:00,1,0,1,1,12.3,14.395,26,16.9979,17,67,84
"256",2011-02-11 15:00:00,1,0,1,1,13.12,15.91,21,11.0014,12,62,74
"257",2011-02-11 16:00:00,1,0,1,1,12.3,14.395,28,12.998,14,111,125
"258",2011-02-11 17:00:00,1,0,1,1,12.3,16.665,24,0,18,193,211
"259",2011-02-11 18:00:00,1,0,1,1,11.48,15.91,28,0,9,165,174
"260",2011-02-11 19:00:00,1,0,1,1,10.66,15.15,33,0,7,94,101
"261",2011-02-11 20:00:00,1,0,1,1,9.02,11.365,55,8.9981,2,61,63
"262",2011-02-11 21:00:00,1,0,1,1,8.2,10.605,59,8.9981,1,46,47
"263",2011-02-11 22:00:00,1,0,1,1,8.2,11.365,64,6.0032,2,41,43
"264",2011-02-11 23:00:00,1,0,1,1,7.38,12.12,69,0,5,48,53
"265",2011-02-12 00:00:00,1,0,0,1,6.56,9.85,69,6.0032,3,27,30
"266",2011-02-12 01:00:00,1,0,0,1,5.74,10.605,86,0,2,22,24
"267",2011-02-12 02:00:00,1,0,0,1,5.74,10.605,80,0,2,13,15
"268",2011-02-12 03:00:00,1,0,0,1,4.92,9.85,80,0,3,7,10
"269",2011-02-12 04:00:00,1,0,0,1,4.92,8.335,74,6.0032,0,4,4
"270",2011-02-12 05:00:00,1,0,0,1,4.92,8.335,74,6.0032,0,1,1
"271",2011-02-12 06:00:00,1,0,0,1,4.92,6.82,93,12.998,1,1,2
"272",2011-02-12 07:00:00,1,0,0,1,4.92,7.575,80,7.0015,2,9,11
"273",2011-02-12 08:00:00,1,0,0,1,5.74,7.575,86,8.9981,2,28,30
"274",2011-02-12 09:00:00,1,0,0,1,6.56,9.09,64,8.9981,5,38,43
"275",2011-02-12 10:00:00,1,0,0,1,9.02,10.605,41,16.9979,13,71,84
"276",2011-02-12 11:00:00,1,0,0,1,12.3,13.635,28,22.0028,30,84,114
"277",2011-02-12 12:00:00,1,0,0,1,12.3,13.635,39,31.0009,27,93,120
"278",2011-02-12 13:00:00,1,0,0,1,12.3,13.635,39,27.9993,32,103,135
"279",2011-02-12 14:00:00,1,0,0,1,13.94,15.91,31,19.0012,30,90,120
"280",2011-02-12 15:00:00,1,0,0,1,13.94,15.15,29,27.9993,47,127,174
"281",2011-02-12 16:00:00,1,0,0,1,13.94,15.15,29,27.9993,42,103,145
"282",2011-02-12 17:00:00,1,0,0,1,13.12,14.395,31,35.0008,24,113,137
"283",2011-02-12 18:00:00,1,0,0,1,11.48,12.88,38,22.0028,4,60,64
"284",2011-02-12 19:00:00,1,0,0,1,11.48,13.635,38,11.0014,2,39,41
"285",2011-02-12 20:00:00,1,0,0,1,10.66,12.88,41,15.0013,1,39,40
"286",2011-02-12 21:00:00,1,0,0,1,10.66,15.15,41,0,9,42,51
"287",2011-02-12 22:00:00,1,0,0,1,9.84,12.88,44,6.0032,6,39,45
"288",2011-02-12 23:00:00,1,0,0,1,9.02,11.365,51,8.9981,1,31,32
"289",2011-02-13 00:00:00,1,0,0,1,8.2,11.365,64,7.0015,5,34,39
"290",2011-02-13 01:00:00,1,0,0,1,8.2,11.365,59,6.0032,1,23,24
"291",2011-02-13 02:00:00,1,0,0,2,8.2,11.365,75,6.0032,1,19,20
"292",2011-02-13 03:00:00,1,0,0,2,8.2,11.365,69,7.0015,4,8,12
"293",2011-02-13 04:00:00,1,0,0,2,8.2,10.605,69,11.0014,0,2,2
"294",2011-02-13 05:00:00,1,0,0,2,8.2,10.605,69,9.99975,0,0,0
"295",2011-02-13 06:00:00,1,0,0,2,8.2,10.605,69,8.9981,2,3,5
"296",2011-02-13 07:00:00,1,0,0,2,9.02,13.635,55,0,0,3,3
"297",2011-02-13 08:00:00,1,0,0,2,9.02,11.365,64,12.998,1,11,12
"298",2011-02-13 09:00:00,1,0,0,2,9.84,11.365,60,15.0013,12,35,47
"299",2011-02-13 10:00:00,1,0,0,1,12.3,13.635,45,22.0028,19,86,105
"300",2011-02-13 11:00:00,1,0,0,1,13.12,14.395,39,30.0026,26,86,112
"301",2011-02-13 12:00:00,1,0,0,1,14.76,15.91,32,31.0009,58,94,152
"302",2011-02-13 13:00:00,1,0,0,1,15.58,19.695,29,23.9994,62,92,154
"303",2011-02-13 14:00:00,1,0,0,2,16.4,20.455,30,27.9993,51,110,161
"304",2011-02-13 15:00:00,1,0,0,2,16.4,20.455,30,19.9995,40,122,162
"305",2011-02-13 16:00:00,1,0,0,2,17.22,21.21,28,22.0028,28,106,134
"306",2011-02-13 17:00:00,1,0,0,1,17.22,21.21,28,22.0028,30,95,125
"307",2011-02-13 18:00:00,1,0,0,1,16.4,20.455,32,19.9995,17,78,95
"308",2011-02-13 19:00:00,1,0,0,1,16.4,20.455,35,19.0012,11,50,61
"309",2011-02-13 20:00:00,1,0,0,1,16.4,20.455,35,22.0028,15,32,47
"310",2011-02-13 21:00:00,1,0,0,1,16.4,20.455,35,23.9994,6,45,51
"311",2011-02-13 22:00:00,1,0,0,1,16.4,20.455,35,19.9995,5,31,36
"312",2011-02-13 23:00:00,1,0,0,1,16.4,20.455,35,23.9994,3,27,30
"313",2011-02-14 00:00:00,1,0,1,1,15.58,19.695,37,23.9994,3,8,11
